# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415153627;29838648;234280908;88.70;366784;196518092;134185544;49.03;151371312;73298664
axle;60;1415153687;24776912;239342644;90.62;367268;201588848;134178752;49.03;155493968;74246848
axle;60;1415153747;22736384;241383172;91.39;367468;203629484;134195048;49.03;157518968;74262612
axle;60;1415153807;20686708;243432848;92.17;367696;205677920;134195048;49.03;159553156;74277048
axle;60;1415153867;14961604;249157952;94.34;367852;206892156;139012872;50.79;165248156;74293112
axle;60;1415153927;5195388;258924168;98.03;368108;209475296;145878936;53.30;171517896;77785500
axle;60;1415153987;6358652;257760904;97.59;368376;212492960;141687276;51.77;167478108;80641928
axle;60;1415154047;8770984;255348572;96.68;368560;213373820;138237632;50.51;164342216;81373532
axle;60;1415154107;7938984;256180572;96.99;368796;214184632;138253856;50.52;164489116;82031616
axle;60;1415154167;5494716;258624840;97.92;368948;216571300;138237664;50.51;166590080;82330604
axle;60;1415154227;8079204;256040352;96.94;369124;214933756;137472528;50.23;163905648;82464096
