# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1415154849;2183.73;31408.60;1051321.75;0.03;58352.17;6488.83;1882.57;8371.40;100.00
axle;60;1415154909;2191.40;35141.40;851552.98;0.03;58515.30;6812.62;2832.00;9644.62;100.00
axle;60;1415154969;2366.07;28393.27;1024746.08;0.00;83483.03;2548.67;2129.95;4678.62;100.00
axle;60;1415155029;2198.87;32482.13;785859.67;0.03;77806.78;6280.13;2176.93;8457.07;100.00
axle;60;1415155089;2221.07;26030.00;1108380.30;0.00;94649.35;0.00;36.80;36.80;100.00
axle;60;1415155149;2163.27;31915.40;746721.63;0.47;65922.23;0.00;826.40;824.07;99.72
axle;60;1415155209;2194.40;30513.13;960403.62;0.03;98756.67;1601.27;885.90;2486.97;99.99
axle;60;1415155269;2193.13;26955.80;857898.48;0.00;63096.45;0.00;0.00;0.00;0.00
axle;60;1415155329;2214.60;22143.60;714852.52;0.00;67440.42;0.00;0.00;0.00;0.00
axle;60;1415155389;2163.27;35864.80;1050751.82;0.00;75915.65;0.00;288.53;288.53;100.00
axle;60;1415155449;2540.87;22448.73;269695.57;0.00;41469.60;0.00;0.00;0.00;0.00
axle;60;1415155509;2717.87;6752.00;53512.62;0.00;10498.07;0.00;0.00;0.00;0.00
axle;60;1415155569;2703.00;13108.33;57894.02;0.00;12259.27;0.00;0.00;0.00;0.00
axle;60;1415155629;2688.00;16074.07;54262.90;0.00;10437.68;0.00;0.00;0.00;0.00
